OBJECTID,UID,POSTALCODE,MUNICIPAL,PROV,LONGITUDE,LATITUDE,NUMBER OF DOGS,DERP FACTOR
1406,38B4748F-8B50-454D-9A69-AAC44957727A,L2E6S4,NIAGARA FALLS,ON,-79.1057132,43.14489495,19,753
1452,7FD4CE90-1C6A-46A6-A8F6-2EA73EC49E5D,L2E6S4,NIAGARA FALLS,ON,-79.11843782,43.14187729,18,632
1463,EFC748A4-13B5-45F8-9B78-82C3993C0926,L2E6S4,NIAGARA FALLS,ON,-79.13457288,43.13411718,17,765
1471,87F07D7D-ED2B-4BC1-B289-9F4D3F058C69,L2E6S4,NIAGARA FALLS,ON,-79.11390829,43.13686642,18,729
1538,7CF3B02D-F660-4343-98B6-15FEE9DA603B,L2E6S4,NIAGARA FALLS,ON,-79.13448239,43.13412069,20,620
1539,38CE4718-5E8D-4132-835A-163DAA5D1371,L2E6S4,NIAGARA FALLS,ON,-79.13448239,43.13412069,17,759
1541,98B8E97F-1F4B-46D2-B18B-9722EBA9AB5C,L2E6S4,NIAGARA FALLS,ON,-79.12486803,43.12323615,16,738
3690,AEE57FAE-B1B6-4FFC-8279-F3B969369526,L2E6S4,THOROLD,ON,-79.18793114,43.07823324,18,614
3694,D2023A81-F210-43FD-8A17-4B875D395C25,L2E6S4,THOROLD,ON,-79.18147636,43.10440312,19,642
3696,6577AF77-901D-4953-B34D-1E52E21EB9B6,L2E6S4,THOROLD,ON,-79.18481532,43.08393459,17,699
5730,BA62E7A8-6CFD-4333-A5C8-86803ED64993,L2E6S4,NIAGARA FALLS,ON,-79.14815187,43.08544763,17,616
5758,5432352A-8494-4840-945E-C6C4B7E9D576,L2E6S4,NIAGARA FALLS,ON,-79.14443659,43.1245918,18,751
5772,0FFA530A-78A9-4271-9E0B-F7F3A5335819,L2E6S4,NIAGARA FALLS,ON,-79.13703282,43.11459265,16,692
5781,CC98A5EA-F2F8-469D-964A-0634CB63FA21,L2E6S4,NIAGARA FALLS,ON,-79.09873981,43.13854418,20,708
5792,F32CA68E-F1F1-49CE-93A2-866CEF8FE89E,L2E6S4,NIAGARA FALLS,ON,-79.15565246,43.13966839,20,323
5798,B16E9B2A-C49A-4CC7-B8C2-04945ED19C6E,L2E6S4,NIAGARA FALLS,ON,-79.16978153,43.09899286,17,392
5809,C011321E-8B87-43D9-9796-D6EB27896A07,L2E6S4,NIAGARA FALLS,ON,-79.16912271,43.08949192,17,51
5816,5B4C46DC-C388-4572-8572-06A719D172BB,L2E6S4,NIAGARA FALLS,ON,-79.07354578,43.14058492,20,499
7329,83C286A9-C664-4185-9F20-71955E9A2E07,L2E6S4,NIAGARA FALLS,ON,-79.08811304,43.13568157,16,527
7333,93AC7C18-DB41-4F76-BB3F-A76F3F812667,L2E6S4,NIAGARA FALLS,ON,-79.09329061,43.14179656,18,297
7360,D7824B79-F9A4-4AD6-90A2-DB61BC5A38FC,L2E6S4,NIAGARA FALLS,ON,-79.15706427,43.12377154,19,305
7481,FB39B728-E40B-4EC2-8235-02B5EA7E94F7,L2E6S4,NIAGARA FALLS,ON,-79.08786668,43.1255083,19,97
7485,4098C6C4-0D9E-4D0A-9927-D5CC009E118E,L2E6S4,NIAGARA FALLS,ON,-79.08883067,43.12149552,16,294
7737,61A9640D-E9EC-4470-A27D-2A751D0CEB1B,L2E6S4,NIAGARA FALLS,ON,-79.08646029,43.1313698,18,526
7752,A1696EA9-B575-4DBE-873E-1D37CA87BCED,L2E6S4,NIAGARA FALLS,ON,-79.08638331,43.12961395,15,641
7756,F466B97B-F96B-45F5-89AC-4B6B2B4C16B1,L2E6S4,NIAGARA FALLS,ON,-79.08728747,43.12957209,16,730
7809,6E339C65-DE09-4235-94CE-096B9BDD0270,L2E6S4,NIAGARA FALLS,ON,-79.16638186,43.08414573,19,756
9729,10C82AA7-EEAF-4096-9DFC-179E0C1BD391,L2E6S4,NIAGARA FALLS,ON,-79.13550024,43.0922895,19,627
9741,E69A7D6C-E0B6-41FB-BE7F-1A3E60C3C5AE,L2E6S4,NIAGARA FALLS,ON,-79.13586369,43.09315262,19,603
9760,1F5D140A-CFB9-4893-AEA0-C6AC78B6A3C2,L2E6S4,NIAGARA FALLS,ON,-79.11253331,43.14279676,20,686
9771,391A6FA5-BC30-45F2-BE10-967D1EAAA985,L2E6S4,NIAGARA FALLS,ON,-79.14863215,43.08806279,16,669
9775,C2A5FA4C-BE9B-4A18-95BE-3D945B018CE4,L2E6S4,NIAGARA FALLS,ON,-79.1545715,43.08534155,19,746
9802,329A50E1-1681-415E-9EEE-565B994AC9F6,L2E6S4,NIAGARA FALLS,ON,-79.16396721,43.10582322,20,654
9818,CB3934C0-EC06-4091-A314-6787616F6B0E,L2E6S4,NIAGARA FALLS,ON,-79.14938701,43.08324706,16,606
9819,614B6F99-C17F-4E25-B67C-22E0FA64F2F9,L2E6S4,NIAGARA FALLS,ON,-79.14920485,43.0842243,20,686
9847,A016E9F3-9D1F-4984-B866-6F2F08FBBD3A,L2E6S4,NIAGARA FALLS,ON,-79.15110264,43.07915203,11,748
9859,F66984E5-18DB-43C8-B573-FF23DF7292A2,L2E6S4,NIAGARA FALLS,ON,-79.14762169,43.07801893,11,707
9906,D99301E2-38C5-4FEC-A371-69F8C300AADE,L2E6S4,NIAGARA FALLS,ON,-79.13508185,43.13038033,11,683
10015,9DB7EE73-C5B7-40CE-BFBE-5FA2AA15ADB4,L2E6S4,NIAGARA FALLS,ON,-79.11271676,43.13722135,13,672
10046,D17F698F-B296-47DC-A56F-AE06E4D7C8C3,L2E6S4,NIAGARA FALLS,ON,-79.08718364,43.13069108,14,722
10082,3D1C6E5B-A74C-470E-90B7-925C253A78F5,L2E6S4,NIAGARA FALLS,ON,-79.10993714,43.13739858,12,671
10083,6297C165-4B94-4EC3-83ED-D17C1903D30B,L2E6S4,NIAGARA FALLS,ON,-79.10416029,43.13638766,12,742
10139,EBA5D767-AFCD-44E9-8C44-5A5B93029ABF,L2E6S4,NIAGARA FALLS,ON,-79.13930191,43.11367793,11,768
10166,127CE742-069D-48C9-B048-A9CF85125DBD,L2E6S4,NIAGARA FALLS,ON,-79.16813053,43.11722069,14,692
10167,3ADFDFD2-8BCC-43ED-862D-2573FC439055,L2E6S4,NIAGARA FALLS,ON,-79.14031314,43.09725015,11,736
10172,65D6531F-B87E-4F6D-8770-B42699FB243D,L2E6S4,NIAGARA FALLS,ON,-79.1445682,43.09463189,11,799
10176,8C5A71FF-5A0A-4676-B2F1-D61FEA857D36,L2E6S4,NIAGARA FALLS,ON,-79.14613148,43.11007242,13,659
10178,EFCE2B81-AC14-45EF-AAE9-3A801CFB1767,L2E6S4,NIAGARA FALLS,ON,-79.14696181,43.10211402,11,782
13060,8F4E0EC0-8D93-4A3C-9A8A-774A58F80F99,L2E6S4,NIAGARA FALLS,ON,-79.10766221,43.1376599,13,769
13106,6043ADAD-326D-4ED4-B27B-1EED250D2F4D,L2E6S4,NIAGARA FALLS,ON,-79.16067753,43.08579977,11,771
13149,717E435A-1C09-40BE-93E5-81366A96BD2E,L2E6S4,NIAGARA FALLS,ON,-79.16096315,43.0876789,11,711
13151,24CFC576-C543-4573-AE3D-B0761CFA5BA1,L2E6S4,NIAGARA FALLS,ON,-79.15618266,43.09596694,11,667
13475,F43C2D54-884C-4A3D-9DED-ECABD771B117,L2E6S4,NIAGARA FALLS,ON,-79.08373464,43.13870146,14,630
13749,EC1573BF-8FB2-47F7-963B-91D6B1F9C0DB,L2E6S4,NIAGARA FALLS,ON,-79.14406584,43.13959948,11,750
17047,75674F5D-2B63-429A-8F0C-32C4080FF6E0,L2E6S4,NIAGARA FALLS,ON,-79.08852959,43.11894197,10,781
17500,1C91E02F-204E-49C1-A1FE-FF87A8AE7C54,L2E6S4,NIAGARA FALLS,ON,-79.15267684,43.08709501,11,675
17526,31037F53-98F3-4A56-8C36-9554790DA47E,L2E6S4,NIAGARA FALLS,ON,-79.16959713,43.11038606,12,668
17532,0710FB0B-B209-4A4B-993B-D95E6D83CFBF,L2E6S4,NIAGARA FALLS,ON,-79.10806449,43.14361742,11,709
17543,B242A323-02FD-4FF3-AA1F-1282103D690D,L2E6S4,NIAGARA FALLS,ON,-79.12110796,43.1351055,14,653
17544,6A93C2F9-A2B3-4074-B08A-7FE081AC0327,L2E6S4,NIAGARA FALLS,ON,-79.12204307,43.134872,11,743
17545,1BF449FF-E902-4E41-A9AA-88A597CDA39B,L2E6S4,NIAGARA FALLS,ON,-79.11852783,43.13585801,10,626
17548,50A95F24-36C7-4EB1-9478-898D3BBE3B00,L2E6S4,NIAGARA FALLS,ON,-79.115922,43.13825597,13,639
17566,06A15D26-3B7E-4952-A5AD-FB8FB5A5D53A,L2E6S4,NIAGARA FALLS,ON,-79.13352185,43.1401883,13,797
17568,7DF8392C-AB2A-48E1-B6BA-86B7E8311C37,L2E6S4,NIAGARA FALLS,ON,-79.1246965,43.1319703,11,711
17569,14F451F9-CA20-4174-B19F-CCA406D9C181,L2E6S4,NIAGARA FALLS,ON,-79.12513362,43.13086491,10,789
17570,D990B92F-DCA2-47BF-914F-B1CDDAE31A21,L2E6S4,NIAGARA FALLS,ON,-79.1246081,43.13400127,13,624
17592,64701308-5E8A-40B9-BAAD-4B3FA5EFADD8,L2E6S4,NIAGARA FALLS,ON,-79.12599808,43.13988086,11,785
17655,1A98C3E2-33AD-43A7-B947-982F760939BC,L2E6S4,NIAGARA FALLS,ON,-79.13638674,43.09192077,11,732
17656,4B0CFC9B-96CF-49A2-87B9-784172981E6B,L2E6S4,NIAGARA FALLS,ON,-79.15168051,43.08753779,13,656
17662,A42F2E6E-4592-4D4E-8E2D-A88C599C62ED,L2E6S4,NIAGARA FALLS,ON,-79.15542058,43.08283712,11,761
17665,CF678DE5-58D0-4407-BD4F-1321F822A5BA,L2E6S4,NIAGARA FALLS,ON,-79.15627818,43.10701287,11,750
18520,19835F54-4D81-4F99-8DE6-E7E00818E913,L2E6S4,NIAGARA-ON-THE-LAKE,ON,-79.07346519,43.15284627,11,752
18522,FB9EC7BE-049F-445E-9A56-31C39E813B7D,L2E6S4,NIAGARA-ON-THE-LAKE,ON,-79.08417712,43.15132979,11,625
18533,25BBC7D9-BEA2-4864-9B19-5F1B994671C9,L2E6S4,NIAGARA-ON-THE-LAKE,ON,-79.06806311,43.15524256,13,705
18535,B378015F-9E0E-4286-8B28-D4341F3F5681,L2E6S4,NIAGARA-ON-THE-LAKE,ON,-79.05731937,43.15757824,11,600
18562,A20F51B9-D422-45F0-83E8-094EA6FBF6ED,L2E6S4,NIAGARA-ON-THE-LAKE,ON,-79.05260727,43.15771282,11,750
18727,0482749F-4359-4FD5-BA96-36058DBF9DB1,L2E6S4,NIAGARA-ON-THE-LAKE,ON,-79.05014712,43.15610991,12,783
1345,E8C36320-8601-46CC-AC6A-7B9D373617EE,L2E6S5,NIAGARA FALLS,ON,-79.12672414,43.04917809,13,644
1346,AC356E7B-E9D2-413B-9696-2527031A6F36,L2E6S5,NIAGARA FALLS,ON,-79.14845293,43.04462242,13,743
1347,A70267D9-5D45-49CF-9069-5BC02472468D,L2E6S5,NIAGARA FALLS,ON,-79.11941899,43.05174883,14,682
1359,0900338D-7032-46C0-B29C-D5FDAFE869DA,L2E6S5,NIAGARA FALLS,ON,-79.11925764,43.0600061,13,688
1360,0F5572FB-F01C-4011-9AE7-007CE121C32C,L2E6S5,NIAGARA FALLS,ON,-79.11608552,43.0804434,11,728
1398,19A4505C-1AEF-4F6C-A0FF-B5C6891A941A,L2E6S5,NIAGARA FALLS,ON,-79.16787146,43.06388211,11,719
1399,1548AC15-CF33-4071-BBC4-E102603331A5,L2E6S5,NIAGARA FALLS,ON,-79.16811908,43.07503121,13,626
1431,E3C58109-2AEB-4346-88B8-6A4D0864B322,L2E6S5,NIAGARA FALLS,ON,-79.12169743,43.05036537,13,676
1454,61BE5223-BFA7-49C8-810C-012CD5B928E6,L2E6S5,NIAGARA FALLS,ON,-79.13016082,43.07111714,11,637
1575,5C8B0D42-7925-4E7E-BA0F-4BA3F77E29C7,L2E6S5,NIAGARA FALLS,ON,-79.12330371,43.07793713,11,738
3648,DF40EF9F-D3B2-4D3A-87D3-2C0CC025C777,L2E6S5,THOROLD,ON,-79.19556975,43.06556508,11,685
3682,496F476B-715B-4AB7-9162-E0AA1D158187,L2E6S5,THOROLD,ON,-79.1827682,43.07393035,11,672
3684,D964FD15-2880-428F-AAB1-04716C8D38FF,L2E6S5,THOROLD,ON,-79.18261819,43.06075348,14,620
5702,925C3BFC-87EF-43D2-A6D1-28B8CC16CDC1,L2E6S5,NIAGARA FALLS,ON,-79.12132596,43.07540505,11,620
5759,FC2A6911-662D-4CA1-BB49-6487EBEB3719,L2E6S5,NIAGARA FALLS,ON,-79.12733014,43.06878389,12,612
5789,C386350A-2134-4E64-B52B-400A35BF83A6,L2E6S5,NIAGARA FALLS,ON,-79.12979811,43.06361311,14,622
7406,860E827D-3898-4116-A48F-FF52071E61A2,L2E6S5,NIAGARA FALLS,ON,-79.12329056,43.07859705,11,747
7808,1ED1E160-666D-4E54-BFA7-8BAE38DFF4F6,L2E6S5,NIAGARA FALLS,ON,-79.1545523,43.06394746,12,652
9603,38B2902A-94E5-4AD6-A49F-1C81CFCA8862,L2E6S5,NIAGARA FALLS,ON,-79.11754157,43.07370533,11,790
9623,EFCB9778-3300-407F-A958-F69882E1AA75,L2E6S5,NIAGARA FALLS,ON,-79.11823582,43.07644322,12,732
9826,27FD7A9F-B2C1-4444-A1F9-6314A9D330B0,L2E6S5,NIAGARA FALLS,ON,-79.14321433,43.07070807,13,691
9848,8B5338EA-FA0D-40BF-953E-B1AC37CE5820,L2E6S5,NIAGARA FALLS,ON,-79.15548706,43.07464644,13,735
9860,0208E560-B758-4C1B-BC7B-A5310CF79A96,L2E6S5,NIAGARA FALLS,ON,-79.14805475,43.07402832,14,751
10138,3870C4B9-DFC9-49A5-9D2C-9EBAC3D3B24C,L2E6S5,NIAGARA FALLS,ON,-79.1211294,43.06336198,14,687
10148,3487200C-CA05-4435-A028-FB390076373D,L2E6S5,NIAGARA FALLS,ON,-79.14578017,43.06737138,11,757
10149,EF35407F-2B86-417C-A52B-151FEB3E7462,L2E6S5,NIAGARA FALLS,ON,-79.13974084,43.06013633,10,663
10152,B31364BE-0455-4132-B49E-8CB06BDEA237,L2E6S5,NIAGARA FALLS,ON,-79.14547272,43.04832186,14,737
10165,5BA04111-21B1-46A3-8C12-253324F94001,L2E6S5,NIAGARA FALLS,ON,-79.1345156,43.06770062,14,775
10199,F4E9A9DA-9272-4A21-93D4-3633C64A36FD,L2E6S5,NIAGARA FALLS,ON,-79.11899349,43.06835083,12,619
13735,45336122-9F46-4520-8F85-8245FA8E18C2,L2E6S5,NIAGARA FALLS,ON,-79.14780039,43.07102831,12,768
13742,B3FD1A65-0191-42C2-B53D-A0E65047AD07,L2E6S5,NIAGARA FALLS,ON,-79.12413878,43.06916752,11,791
17642,6B44E382-7C99-4E14-99CB-88D759D4C7B3,L2E6S5,NIAGARA FALLS,ON,-79.12665801,43.07560723,12,630
17657,CF53B82C-6C2F-475B-BDAA-936967BD7B70,L2E6S5,NIAGARA FALLS,ON,-79.16524916,43.08216795,11,787
17686,FC912449-6B2D-4530-94FA-CB75F7A1B35E,L2E6S5,NIAGARA FALLS,ON,-79.13665349,43.068336,12,775
984,8826CA65-C814-45D3-B029-B77290E1363B,L2E6S6,NIAGARA FALLS,ON,-79.04623186,42.97094208,13,618
988,F00102E2-8CBC-4CCD-8281-32002E2E5DFE,L2E6S6,NIAGARA FALLS,ON,-79.08992381,42.98083202,11,748
989,88EC8CC2-25CD-4600-B870-6261EF2DC129,L2E6S6,NIAGARA FALLS,ON,-79.08355377,42.97303959,14,734
991,83FB4E3E-70F0-4F13-A3B0-D24FCDBC57E9,L2E6S6,NIAGARA FALLS,ON,-79.02988754,42.9756608,11,667
992,72557CC9-1FDE-4525-8009-F2F4E772E4CB,L2E6S6,NIAGARA FALLS,ON,-79.03544039,42.98612662,13,666
994,19A40FF6-E709-45D7-887C-60657A371300,L2E6S6,NIAGARA FALLS,ON,-79.04797605,42.98624716,12,601
995,3ADC415A-F1C0-4E54-B5E0-29F4921C6C1C,L2E6S6,NIAGARA FALLS,ON,-79.02374459,43.04428285,14,732
996,B9F7CC19-9804-47F7-94C2-257DA610059D,L2E6S6,NIAGARA FALLS,ON,-79.03732318,43.00116602,14,757
997,5F5C163E-0CFE-49D8-B292-40C1C01ED2C4,L2E6S6,NIAGARA FALLS,ON,-79.09820887,43.0279618,10,634
998,C01B9626-AC1B-4A56-9F82-109925524076,L2E6S6,NIAGARA FALLS,ON,-79.10245477,43.02845705,10,683
1001,7B6CC2EE-DBD8-4C0E-92E0-4AC05040B787,L2E6S6,NIAGARA FALLS,ON,-79.08912165,43.03348497,11,777
1004,F67406A6-76B4-4C44-9F73-840D2E648926,L2E6S6,NIAGARA FALLS,ON,-79.09964684,43.03413467,12,672
1005,FDAA6890-81B3-492B-B4C1-50D5727EECBA,L2E6S6,NIAGARA FALLS,ON,-79.10651519,43.03256506,10,614
1008,55EE343C-05FE-4EC1-B800-1216010EA033,L2E6S6,NIAGARA FALLS,ON,-79.06894698,43.04833052,14,751
1009,0539911C-C225-4F44-98D6-9B619E1523D8,L2E6S6,NIAGARA FALLS,ON,-79.09083353,43.03696966,11,603
1015,077AA237-BCC7-41C6-8CAB-A8B719494380,L2E6S6,NIAGARA FALLS,ON,-79.10115979,43.04128541,10,778
1042,EE5385F4-24A6-4F83-BE4C-E8FF699B4CC3,L2E6S6,NIAGARA FALLS,ON,-79.03323056,42.99827541,12,787
1086,27CCB4D7-B0B3-4181-9B59-804017F73986,L2E6S6,NIAGARA FALLS,ON,-79.02818727,43.05059947,13,650
1093,F51DA1C2-E8A3-4472-B0B0-F46A6475912B,L2E6S6,NIAGARA FALLS,ON,-79.10752667,43.03472308,12,668
1099,122CD66A-5889-4C6D-AF65-5697AB412D60,L2E6S6,NIAGARA FALLS,ON,-79.05529082,43.0436734,12,625
1100,F9A3AADC-96FC-4987-B3A2-1D014747C926,L2E6S6,NIAGARA FALLS,ON,-79.07410346,43.03159152,11,637
1101,F51D54E6-C073-4340-BF82-EAC51909455C,L2E6S6,NIAGARA FALLS,ON,-79.08174964,43.02873914,14,635
1104,36B5317B-0402-4F93-BE84-B4F7D6032542,L2E6S6,NIAGARA FALLS,ON,-79.06446392,43.02292764,10,705
1105,11B87F5F-DD28-4F99-9C44-0B972C27729A,L2E6S6,NIAGARA FALLS,ON,-79.07759751,43.02637386,13,790
1106,AF6737C0-6A99-4D43-9793-137CD982988D,L2E6S6,NIAGARA FALLS,ON,-79.03473341,42.97453008,10,728
1107,C2D259D4-B875-4FD5-A7AF-0A68C2A8F829,L2E6S6,NIAGARA FALLS,ON,-79.0596949,43.04339753,12,663
1108,231F263E-E4AD-473B-9581-F175B6593807,L2E6S6,NIAGARA FALLS,ON,-79.09709805,43.0216333,11,741
1109,51D4DFA1-4150-40A8-B8A1-3D64B9ADED24,L2E6S6,NIAGARA FALLS,ON,-79.07847745,43.03422244,12,696
1110,A11141FF-A28D-4C31-9E19-A9E55278DFC5,L2E6S6,NIAGARA FALLS,ON,-79.06343438,43.03676456,13,682
1114,75D94114-143E-41F3-9FE1-C1A76DDB8A5A,L2E6S6,NIAGARA FALLS,ON,-79.03211015,42.99325417,11,710
1120,EB49E463-FD65-4D5E-96EE-39907ADADB33,L2E6S6,NIAGARA FALLS,ON,-79.02926596,42.99797719,14,636
1121,3075BA07-3880-45CD-BA49-AD781EA784F4,L2E6S6,NIAGARA FALLS,ON,-79.03923044,42.99401473,10,612
1123,7AB1A7A8-4777-41C2-9188-C2F1EA164C1B,L2E6S6,NIAGARA FALLS,ON,-79.06795246,43.03913473,10,797
1124,E707AFE0-0C21-4253-95CF-2380D8F8A801,L2E6S6,NIAGARA FALLS,ON,-79.05427802,42.97842764,13,778
1125,38AF0A9B-75F5-4FD5-9153-9EC3AC717464,L2E6S6,NIAGARA FALLS,ON,-79.04878679,42.98006605,13,610
1126,979DC34A-8BF4-49FF-8A2E-457654C15452,L2E6S6,NIAGARA FALLS,ON,-79.05658172,43.00942466,10,695
1127,EA679350-C3E5-4ACB-BB9A-2E74409F21A2,L2E6S6,NIAGARA FALLS,ON,-79.05676074,43.01497031,11,731
1129,E6161DD2-41C2-4B47-9F3F-77AFD9023DA0,L2E6S6,NIAGARA FALLS,ON,-79.05050385,43.00805922,14,612
1130,B2B0580C-2683-403F-A721-382A3854B240,L2E6S6,NIAGARA FALLS,ON,-79.06409435,43.00829301,14,646
1131,625D6943-4A7A-4DF3-8F61-82E32D650264,L2E6S6,NIAGARA FALLS,ON,-79.05060175,43.01578388,12,613
1132,D060A349-68EF-4494-91CB-504B967F4865,L2E6S6,NIAGARA FALLS,ON,-79.07514386,43.01197589,11,675
1133,39A3544E-1F2E-49F3-A377-452E71CD6680,L2E6S6,NIAGARA FALLS,ON,-79.05148325,43.02295894,13,798
1139,27871B08-274D-47B8-AA3D-3D191A6B0F17,L2E6S6,NIAGARA FALLS,ON,-79.02869286,42.99090867,14,662
1146,00FC3A8E-EC41-457B-A198-2F8DD7648202,L2E6S6,NIAGARA FALLS,ON,-79.0598193,42.98940354,13,275
1163,B67D8284-6567-46F1-9EFD-28568B9A7C5F,L2E6S6,NIAGARA FALLS,ON,-79.06281103,43.0001885,13,47
1166,AEEF5360-BF67-4024-B428-DE9DBED65A45,L2E6S6,NIAGARA FALLS,ON,-79.0638208,42.98584687,12,53
1167,4337FC62-D7AD-4AFA-9D6C-AE0946341180,L2E6S6,NIAGARA FALLS,ON,-79.07250096,42.99920109,12,442
1168,BDE42A34-1B49-48B4-AC5D-A4B7F7B24EC8,L2E6S6,NIAGARA FALLS,ON,-79.08063314,43.02006997,11,361
1170,447343A9-C493-4CB2-9766-AD625F2054AB,L2E6S6,NIAGARA FALLS,ON,-79.08850888,43.00918651,10,522
1171,DE3C0DA1-F279-4425-A369-CCEDD57B4E5E,L2E6S6,NIAGARA FALLS,ON,-79.08871001,43.01879094,12,505
1172,6BC101AE-92A6-4F8B-A641-3C81CE134B0F,L2E6S6,NIAGARA FALLS,ON,-79.0729361,43.02429788,12,729
1173,7AD0933D-CC3F-417B-8DD4-39D1B2577E8F,L2E6S6,NIAGARA FALLS,ON,-79.06500863,43.03006306,12,803
1175,09C239D4-58FC-4ECB-858E-A6D5F382B3CE,L2E6S6,NIAGARA FALLS,ON,-79.04318379,42.99624295,14,715
1176,48F0C87D-2564-4934-BF25-78325DC7D0E8,L2E6S6,NIAGARA FALLS,ON,-79.05489565,43.03084002,14,785
1179,755C15EE-6531-4BCD-A7E8-2B0298DF1C52,L2E6S6,NIAGARA FALLS,ON,-79.04220259,43.04084046,12,720
1182,DE48A6FB-2572-4F21-8A80-80AAA17C20EE,L2E6S6,NIAGARA FALLS,ON,-79.04915155,43.02983273,14,649
1183,28F7AFB3-A0B1-4F4B-9706-E65B5A205E19,L2E6S6,NIAGARA FALLS,ON,-79.05260548,43.03786459,10,637
1184,53107483-C0C6-4DED-8F88-BC2C0B7A3B8D,L2E6S6,NIAGARA FALLS,ON,-79.05094862,43.00095008,11,616
1185,714A65D6-2CDF-483F-B951-7D9BB1BF7B63,L2E6S6,NIAGARA FALLS,ON,-79.07665673,42.9968099,13,755
1186,7FE986BA-36F9-4483-815E-21BCCBB5CA2F,L2E6S6,NIAGARA FALLS,ON,-79.03292707,43.03726878,14,713
1188,75F035FB-9186-471F-AF11-CDE26BA477E7,L2E6S6,NIAGARA FALLS,ON,-79.08848714,42.99701875,10,734
1193,92A2532F-368E-4EC9-9023-7251CC144712,L2E6S6,NIAGARA FALLS,ON,-79.03284848,43.03103928,10,625
1206,8F6784BA-EF41-4ED3-BB08-085383C1793C,L2E6S6,NIAGARA FALLS,ON,-79.03706111,43.02335955,10,723
1216,AC947569-11F7-4A42-BE77-C9F189D0C7CE,L2E6S6,NIAGARA FALLS,ON,-79.03833628,43.0157486,12,723
1236,15930FC2-EC05-4C40-8046-1576B2B73F10,L2E6S6,NIAGARA FALLS,ON,-79.05724928,43.04751796,10,759
1253,9DE27B12-0472-4E1C-BBB2-A45854AF2730,L2E6S6,NIAGARA FALLS,ON,-79.02350243,43.04023436,14,785
1264,AAFE8209-2444-48E5-A858-590D0D9712E1,L2E6S6,NIAGARA FALLS,ON,-79.06429337,43.01559971,14,687
1270,577EC758-92E3-41E3-906E-0CACDE89503D,L2E6S6,NIAGARA FALLS,ON,-79.07602471,42.97864402,13,736
1271,388175BA-051B-4F01-9122-6F6E8442C107,L2E6S6,NIAGARA FALLS,ON,-79.06334465,42.97868699,11,689
1272,B21B466D-D4AA-4EC4-9EF5-E699135AB471,L2E6S6,NIAGARA FALLS,ON,-79.07602763,42.98611721,13,601
1293,2AD36E5D-FFD0-4F0A-82FA-AE913D25D143,L2E6S6,NIAGARA FALLS,ON,-79.09001567,43.02617465,11,790
1310,C3205AE6-D72F-468B-B395-02C5A7A7A77D,L2E6S6,NIAGARA FALLS,ON,-79.03763667,43.0286184,14,649
1316,2DE9896F-1157-429E-A902-A97556293FBC,L2E6S6,NIAGARA FALLS,ON,-79.10133658,43.0360964,13,631
1350,08CCA947-F327-42CA-8A77-84CFBA57DD28,L2E6S6,NIAGARA FALLS,ON,-79.07530876,43.04014002,12,703
16897,B70A2212-12B0-4B26-AAD6-0DA646B5277A,L2E6S6,NIAGARA FALLS,ON,-79.05950483,43.04700794,14,665
16898,5FC0D10D-3E70-41BA-9C71-714B7B8280E3,L2E6S6,NIAGARA FALLS,ON,-79.05936773,43.04865486,10,684
5745,E540D9CF-D77F-43EB-B7C0-A1827AF702B8,L2E6X9,NIAGARA FALLS,ON,-79.11441229,43.112758,13,767
9981,683BDB3F-F7F5-4932-83A6-AE19F336340B,L2E6Y1,NIAGARA FALLS,ON,-79.11431326,43.11231398,10,733
17310,A10FAAA7-A2C0-48DF-A9C8-D37ABD17A5A7,L2E6Y2,NIAGARA FALLS,ON,-79.1130124,43.11145562,13,614
9982,3B0C0706-1B95-4D7D-B49C-53C722E878B0,L2E6Y3,NIAGARA FALLS,ON,-79.11420538,43.11189416,11,775
9998,A32B8DC9-CC05-4975-ABCD-3A78DD7AC4EB,L2E6Y4,NIAGARA FALLS,ON,-79.11275444,43.11274202,10,712
7865,1BD7212B-324C-424E-A7D0-1077E52EFC15,L2E6Y5,NIAGARA FALLS,ON,-79.06858542,43.11276799,11,719
7731,0410C282-16A7-4D56-B7B2-919B82EE30AF,L2E6Y6,NIAGARA FALLS,ON,-79.1174431,43.10624779,12,695
7884,FAD0360E-E515-49AC-B51F-3BCC5ED57956,L2E6Y9,NIAGARA FALLS,ON,-79.06773505,43.10538371,10,639
9992,0270635C-FA35-4F99-B74C-67BAA13B9D09,L2E6Z1,NIAGARA FALLS,ON,-79.11700568,43.11244948,10,636
9972,EE77E1B1-69A5-4C9B-8114-D92F864CF37F,L2E6Z4,NIAGARA FALLS,ON,-79.09006661,43.09966448,12,750
9984,1AE125AE-BAD8-47B4-B563-C4A90B8E1EA8,L2E6Z5,NIAGARA FALLS,ON,-79.11652509,43.11198376,11,740
7622,7EFAB4DE-5C25-4D04-BE10-6217BF8B35F4,L2E6Z6,NIAGARA FALLS,ON,-79.10118221,43.109409,10,772
7137,4FCA58FF-08C7-434D-9283-5AF180C4BABB,L2E6Z8,NIAGARA FALLS,ON,-79.10866087,43.10384441,10,692
17616,C4D621BB-7E99-49EA-8177-E0F8E11EA26A,L2E6Z9,NIAGARA FALLS,ON,-79.06449337,43.10520696,10,606
9993,E9E9CC66-2378-4560-8052-652A4FC7C758,L2E7A1,NIAGARA FALLS,ON,-79.11516616,43.11363385,13,711
